Time|Position_1|Position_2|Position_3|Position_4|Position_5|Position_6|Velocity_1|Velocity_2|Velocity_3|Velocity_4|Velocity_5|Velocity_6|Acceleration_1|Acceleration_2|Acceleration_3|Acceleration_4|Acceleration_5|Acceleration_6
2.1677 sec|-2.7198047510245|-0.196920499110173|-0.870704669862101|0|0|0|0|0.359050884520777|0.0740898650598429|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.197 sec|-2.7198047510245|-0.186613199980799|-0.86857776686715|0|0|0|0|0.344688849139946|0.0711262704574492|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.2263 sec|-2.7198047510245|-0.176726606938338|-0.866537676239341|0|0|0|0|0.330326813759115|0.0681626758550555|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.2556 sec|-2.7198047510245|-0.16726071998279|-0.864584397978672|0|0|0|0|0.315964778378284|0.0651990812526617|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.2848 sec|-2.7198047510245|-0.158215539114155|-0.862717932085145|0|0|0|0|0.301602742997453|0.062235486650268|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.3141 sec|-2.7198047510245|-0.149591064332434|-0.860938278558758|0|0|0|0|0.287240707616622|0.0592718920478743|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.3434 sec|-2.7198047510245|-0.141387295637626|-0.859245437399512|0|0|0|0|0.272878672235791|0.0563082974454806|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.3727 sec|-2.7198047510245|-0.133604233029731|-0.857639408607406|0|0|0|0|0.258516636854959|0.0533447028430869|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.402 sec|-2.7198047510245|-0.12624187650875|-0.856120192182442|0|0|0|0|0.244154601474128|0.0503811082406932|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.4313 sec|-2.7198047510245|-0.119300226074681|-0.854687788124618|0|0|0|0|0.229792566093297|0.0474175136382994|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.4606 sec|-2.7198047510245|-0.112779281727526|-0.853342196433935|0|0|0|0|0.215430530712466|0.0444539190359057|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.4899 sec|-2.7198047510245|-0.106679043467284|-0.852083417110394|0|0|0|0|0.201068495331635|0.041490324433512|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.5192 sec|-2.7198047510245|-0.100999511293956|-0.850911450153992|0|0|0|0|0.186706459950804|0.0385267298311183|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.5485 sec|-2.7198047510245|-0.0957406852075402|-0.849826295564732|0|0|0|0|0.172344424569973|0.0355631352287246|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.5778 sec|-2.7198047510245|-0.090902565208038|-0.848827953342613|0|0|0|0|0.157982389189142|0.0325995406263309|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.6071 sec|-2.7198047510245|-0.086485151295449|-0.847916423487634|0|0|0|0|0.143620353808311|0.0296359460239371|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.6364 sec|-2.7198047510245|-0.0824884434697733|-0.847091705999796|0|0|0|0|0.12925831842748|0.0266723514215434|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.6657 sec|-2.7198047510245|-0.0789124417310108|-0.846353800879099|0|0|0|0|0.114896283046649|0.0237087568191497|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.6949 sec|-2.7198047510245|-0.0757571460791616|-0.845702708125543|0|0|0|0|0.100534247665818|0.020745162216756|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.7242 sec|-2.7198047510245|-0.0730225565142255|-0.845138427739128|0|0|0|0|0.0861722122849863|0.0177815676143623|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.7535 sec|-2.7198047510245|-0.0707086730362028|-0.844660959719853|0|0|0|0|0.0718101769041555|0.0148179730119686|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.7828 sec|-2.7198047510245|-0.0688154956450932|-0.844270304067719|0|0|0|0|0.0574481415233246|0.0118543784095749|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.8121 sec|-2.7198047510245|-0.0673430243408969|-0.843966460782726|0|0|0|0|0.0430861061424933|0.00889078380718115|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.8414 sec|-2.7198047510245|-0.0662912591236138|-0.843749429864874|0|0|0|0|0.0287240707616623|0.00592718920478745|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.8707 sec|-2.7198047510245|-0.065660199993244|-0.843619211314163|0|0|0|0|0.0143620353808311|0.0029635946023937|0|0|0|0|-0.490290173345612|-0.101170988150682|0|0|0
2.9 sec|-2.7198047510245|-0.0654498469497873|-0.843575805130593|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3.0354 sec|-2.71878303624199|-0.0654147881092113|-0.843619211314163|0|0|0|0.0150969796220677|0.000518033614482714|-0.000641374951264313|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.1707 sec|-2.71571789189448|-0.065309611587483|-0.843749429864874|0|0|0|0.0301939592441354|0.00103606722896543|-0.00128274990252863|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.3061 sec|-2.71060931798196|-0.0651343173846024|-0.843966460782726|0|0|0|0.045290938866203|0.00155410084344814|-0.00192412485379294|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.4414 sec|-2.70345731450444|-0.0648889055005697|-0.844270304067719|0|0|0|0.0603879184882707|0.00207213445793086|-0.00256549980505725|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.5768 sec|-2.69426188146191|-0.0645733759353848|-0.844660959719853|0|0|0|0.0754848981103384|0.00259016807241357|-0.00320687475632157|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.7121 sec|-2.68302301885437|-0.0641877286890477|-0.845138427739128|0|0|0|0.0905818777324061|0.00310820168689629|-0.00384824970758588|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.8475 sec|-2.66974072668182|-0.0637319637615583|-0.845702708125543|0|0|0|0.105678857354474|0.003626235301379|-0.00448962465885019|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
3.9828 sec|-2.65441500494427|-0.0632060811529168|-0.846353800879099|0|0|0|0.120775836976541|0.00414426891586172|-0.00513099961011451|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
4.1182 sec|-2.63704585364171|-0.062610080863123|-0.847091705999796|0|0|0|0.135872816598609|0.00466230253034443|-0.00577237456137882|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
4.2535 sec|-2.61763327277414|-0.0619439628921771|-0.847916423487634|0|0|0|0.150969796220677|0.00518033614482714|-0.00641374951264313|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
4.3889 sec|-2.59617726234156|-0.0612077272400789|-0.848827953342613|0|0|0|0.166066775842744|0.00569836975930986|-0.00705512446390745|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
4.5242 sec|-2.57267782234398|-0.0604013739068286|-0.849826295564732|0|0|0|0.181163755464812|0.00621640337379257|-0.00769649941517176|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
4.6596 sec|-2.54713495278139|-0.059524902892426|-0.850911450153992|0|0|0|0.19626073508688|0.00673443698827529|-0.00833787436643607|0|0|0|0.111537386760053|0.00382726327117827|-0.00473851643098262|0|0|0
